subcellular_location,count
"Cell membrane:Golgi apparatus membrane:Cytoplasmic vesicle, clathrin-coated vesicle:Cell projection, axon:Cell projection, dendrite:Cell junction, adherens junction:Cytoplasm",3
"Cell membrane:Golgi apparatus, cis-Golgi network membrane:Cytoplasm",3
"Cytoplasm, cytoskeleton, flagellum axoneme:Cell projection, cilium",3
"Cell membrane:Golgi apparatus membrane:Membrane, caveola:Membrane",3
"Cell membrane:Golgi apparatus, trans-Golgi network membrane:Secreted, extracellular space, extracellular matrix",3
"Chromosome:Nucleus:Nucleus, nucleolus:Cytoplasm, cytosol:Chromosome:Cytoplasm",3
"Cell membrane:Cell junction, gap junction:Endoplasmic reticulum",3
Cell membrane:Apical cell membrane:Basolateral cell membrane,3
Apical cell membrane:Early endosome membrane:Cell membrane:Recycling endosome membrane:Endoplasmic reticulum membrane:Nucleus,3
"Cell membrane:Cell junction, adherens junction:Cytoplasm",3
"Cell membrane:Cytoplasm:Cytoplasm, cytosol:Cytoplasm, perinuclear region:Peroxisome membrane:Mitochondrion membrane:Nucleus envelope:Lysosome membrane:Endoplasmic reticulum membrane",3
"Cell projection, dendrite:Postsynaptic density:Cytoplasm, cytoskeleton:Membrane",2
"Nucleus:Cytoplasm, cytosol:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",2
Endoplasmic reticulum membrane:Cell membrane:Endosome membrane,2
"Cell membrane:Cell projection, axon:Cell projection, dendrite:Secreted",2
"Endoplasmic reticulum membrane:Cell projection, axon:Cell projection, dendrite",2
"Cell membrane:Cell projection, axon:Cell projection, dendrite:Postsynaptic density membrane:Early endosome:Cell junction, adherens junction",2
"Endoplasmic reticulum membrane:Cytoplasm, cytosol:Cell membrane:Cell projection, filopodium tip:Nucleus membrane",2
"Nucleus:Nucleus, PML body:Chromosome",2
"Nucleus:Cytoplasm, cytosol:Cytoplasm, perinuclear region:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",2
"Cell projection, dendrite:Perikaryon:Endoplasmic reticulum membrane",2
Cytoplasm:Nucleus:Secreted:Lysosome,2
Cell membrane:Basal cell membrane:Apical cell membrane,2
"Endoplasmic reticulum membrane:Cell membrane:Secreted:Secreted, extracellular exosome",2
"Cytoplasmic vesicle, secretory vesicle, acrosome membrane:Cytoplasmic vesicle, secretory vesicle, acrosome lumen",2
Cytoplasm:Nucleus:Presynapse:Postsynapse,2
Endoplasmic reticulum membrane:Cytoplasm:Cell membrane:Endosome membrane,2
"Cytoplasmic vesicle, autophagosome:Endosome:Lysosome",2
"Nucleus:Nucleus, PML body:Nucleus, nucleoplasm",2
Endoplasmic reticulum membrane:Cytoplasm:Vesicle:Cell membrane:Endosome membrane:Golgi apparatus membrane,2
"Nucleus:Nucleus, PML body:Nucleus, nucleolus:Cytoplasm",2
Cytoplasmic vesicle membrane:Membrane:Preautophagosomal structure membrane,2
"Cell projection, dendrite:Perikaryon",2
"Nucleus:Cytoplasm:Secreted, extracellular exosome",2
"Nucleus:Cytoplasm:Secreted, extracellular space",2
"Chromosome, centromere:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton, spindle pole",2
Cytoplasm:Nucleus:Preautophagosomal structure,2
"Endoplasmic reticulum membrane:Cytoplasm, perinuclear region:Endoplasmic reticulum-Golgi intermediate compartment membrane:Golgi apparatus membrane:Cytoplasmic vesicle, autophagosome membrane:Mitochondrion outer membrane:Cell membrane",2
"Chromosome, centromere:Cytoplasm, cytosol:Nucleus",2
"Nucleus:Cytoplasm, cytosol:Chromosome:Nucleus matrix",2
"Chromosome, centromere:Cytoplasm, cytoskeleton, spindle pole:Nucleus",2
Nucleus:Cytoplasm:Nucleus speckle:Mitochondrion,2
"Nucleus:Nucleus, PML body:Cytoplasm:Membrane:Cell membrane:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Cell projection, dendrite:Cell projection, dendritic spine:Postsynaptic density",2
"Nucleus:Cytoplasm:Nucleus, PML body:Early endosome:Mitochondrion",2
"Chromosome, centromere, kinetochore:Nucleus:Cytoplasm, cytoskeleton, spindle",2
Cytoplasmic vesicle membrane:Melanosome,2
Nucleus:Cytoplasm:Microsome,2
Endoplasmic reticulum lumen:Cytoplasm:Lipid droplet,2
"Endoplasmic reticulum lumen:Cytoplasm, cytosol:Secreted, extracellular space, extracellular matrix:Cell surface:Sarcoplasmic reticulum lumen:Cytoplasmic vesicle, secretory vesicle, Cortical granule:Cytolytic granule",2
"Endoplasmic reticulum lumen:Cytoplasm, cytosol:Lipid droplet:Microsome",2
"Cytoplasm:Perikaryon:Cell projection, axon:Cell projection, dendrite:Cell projection, growth cone",2
"Cell membrane:Basolateral cell membrane:Apical cell membrane:Synapse:Cell projection, dendrite:Cell projection, axon:Presynaptic cell membrane:Postsynaptic density:Membrane raft:Membrane, coated pit:Cytoplasmic vesicle, clathrin-coated vesicle membrane:Membrane, caveola",2
"Cell projection, filopodium:Cell membrane:Cytoplasm",2
"Cytoplasm:Perikaryon:Cell projection, dendrite:Cell projection, axon:Cell projection, growth cone",2
"Nucleus:Cytoplasm, perinuclear region:Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasmic vesicle membrane:Cell membrane:Basolateral cell membrane:Endoplasmic reticulum membrane:Early endosome:Recycling endosome:Golgi apparatus, trans-Golgi network:Golgi apparatus membrane:Cell projection, dendrite:Cell projection, dendritic spine membrane:Cell projection, axon:Postsynaptic density:Mitochondrion membrane",2
Cytoplasmic vesicle membrane:Golgi apparatus membrane:Cytoplasm,2
"Cytoplasm, cell cortex:Cytoplasm, cytoskeleton, spindle",2
"Endoplasmic reticulum membrane:Cell membrane:Cytoplasm, cytoskeleton:Cytoplasm, perinuclear region",2
"Nucleus:Nucleus speckle:Chromosome:Nucleus, PML body:Chromosome, telomere",2
Endoplasmic reticulum lumen:Cell membrane:Microsome membrane,2
Cytoplasm:Perikaryon:Cell projection:Cytoplasmic vesicle,2
"Nucleus:Cytoplasm, perinuclear region:Endomembrane system",2
Nucleus:Cytoplasm:Cell junction,2
"Endomembrane system:Synapse, synaptosome:Cell projection, lamellipodium:Cell membrane:Membrane, clathrin-coated pit:Recycling endosome:Endosome:Cytoplasmic vesicle:Cytoplasm:Nucleus envelope",2
"Cytoplasmic vesicle membrane:Golgi apparatus membrane:Cell membrane:Cytoplasm, cytosol:Secreted",2
Endomembrane system:Recycling endosome:Golgi apparatus,2
Nucleus:Cytoplasm:Cell junction:Cell membrane,2
Cornified envelope,2
"Cell membrane:Cell membrane:Synapse, synaptosome",2
"Nucleus:Cytoplasm:Mitochondrion:Cell projection, dendrite",2
"Cell membrane:Cell junction, tight junction:Membrane raft:Cell surface",2
"Endoplasmic reticulum membrane:Cell membrane:Cell junction, focal adhesion:Nucleus",2
"Endoplasmic reticulum membrane:Cell junction, tight junction:Nucleus",2
"Cytoplasmic vesicle, clathrin-coated vesicle membrane:Presynaptic cell membrane",2
Cytoplasmic vesicle membrane:Late endosome membrane,2
"Cytoplasmic vesicle, clathrin-coated vesicle:Golgi apparatus, trans-Golgi network membrane:Endosome membrane",2
"Cytoplasmic vesicle, autophagosome:Cytoplasm:Recycling endosome",2
"Nucleus:Cytoplasm, cytosol:Secreted:Endoplasmic reticulum:Golgi apparatus",2
"Nucleus:Nucleus speckle:Nucleus, nucleoplasm",2
Endoplasmic reticulum lumen:Nucleus membrane,2
"Nucleus:Nucleus speckle:Nucleus, nucleolus",2
"Nucleus:Nucleus speckle:Nucleus, PML body:Cytoplasm, cytoskeleton",2
"Cytoplasm:Nucleus:Synapse:Cell projection, dendrite:Postsynaptic density",2
Cytoplasm:Nucleus:Vacuole membrane,2
"Cell membrane:Cell junction, tight junction:Membrane",2
"Cytoplasmic vesicle, esterosome membrane",2
"Cytoplasm:Perikaryon:Cell projection, axon",2
Endoplasmic reticulum lumen:Microsome membrane,2
Cytoplasmic vesicle membrane:Golgi apparatus membrane:Mitochondrion membrane:Preautophagosomal structure membrane,2
"Nucleus:Cytoplasm, perinuclear region:Cell junction",2
Chromosome:Secreted,2
"Nucleus:Cytoplasm, cytoskeleton:Chromosome, centromere, kinetochore",2
"Nucleus:Cytoplasm:Rough endoplasmic reticulum membrane:Cytoplasmic granule:Cytoplasm, P-body",2
"Cell membrane:Cell projection, axon:Cell projection, growth cone:Synapse:Presynaptic cell membrane:Synapse, synaptosome",2
"Endoplasmic reticulum membrane:Golgi apparatus, cis-Golgi network membrane:Endoplasmic reticulum-Golgi intermediate compartment membrane:Cytoplasmic vesicle, COPI-coated vesicle membrane:Cytoplasmic vesicle, COPII-coated vesicle membrane",2
"Cell projection, cilium, photoreceptor outer segment:Membrane:Photoreceptor inner segment",2
"Endoplasmic reticulum membrane:Golgi apparatus, cis-Golgi network membrane:Cytoplasmic vesicle, COPII-coated vesicle",2
"Cell projection, cilium, photoreceptor outer segment:Photoreceptor inner segment:Endosome:Nucleus:Cytoplasm:Cytoplasm, perinuclear region",2
"Endoplasmic reticulum membrane:Golgi apparatus, Golgi stack membrane:Lysosome membrane",2
"Nucleus:Nucleus, nucleolus:Chromosome, centromere",2
"Cell projection, cilium, photoreceptor outer segment:Secreted, extracellular space, extracellular matrix, interphotoreceptor matrix:Photoreceptor inner segment",2
"Cell projection, cilium:Cell projection, cilium, flagellum",2
"Cell projection, cilium:Cell projection, cilium, flagellum:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",2
Endoplasmic reticulum membrane:Golgi apparatus membrane:Vacuole membrane,2
"Nucleus:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Midbody:Cell projection, cilium, photoreceptor outer segment:Photoreceptor inner segment",2
Chromosome:Nucleus:Cytoplasm:Cell membrane,2
"Cell membrane:Cell projection, axon:Perikaryon:Cell projection, dendrite:Endosome",2
"Chromosome:Cytoplasm, perinuclear region:Peroxisome membrane",2
"Nucleus:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Mitochondrion",2
"Cell membrane:Cell projection, axon:Perikaryon",2
Nucleus:Cytoplasm:Nucleus:Cytoplasm:Nucleus,2
Cell membrane:Apical cell membrane:Secreted:Secreted,2
"Chromosome:Nucleus:Nucleus lamina:Nucleus, nucleoplasm",2
Nucleus:Cytoplasm:Periplasm,2
"Cytoplasm:Nucleus:Nucleus, nucleoplasm",2
"Cell projection, cilium, photoreceptor outer segment:Membrane:Endoplasmic reticulum:Golgi apparatus",2
"Endoplasmic reticulum membrane:Golgi apparatus, cis-Golgi network membrane:Endosome, multivesicular body:Melanosome:Extracellular vesicle:Secreted",2
"Nucleus:Nucleus, nucleolus:Chromosome, centromere, kinetochore",2
"Nucleus:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle",2
"Chromosome:Nucleus:Chromosome, telomere",2
"Cytoplasm:Nucleus:Nucleus, PML body:Endoplasmic reticulum:Mitochondrion matrix:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",2
"Cytoplasm:Nucleus:Nucleus, PML body:Mitochondrion",2
Endoplasmic reticulum membrane:Golgi apparatus:Membrane,2
"Nucleus:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Midbody:Cytoplasm, cytoskeleton, flagellum basal body:Cytoplasm, cytoskeleton, flagellum axoneme:Cell projection, axon",2
"Cytoplasmic vesicle, COPI-coated vesicle membrane:Membrane",2
"Nucleus:Nucleus, nucleolus:Cytoplasm, cytoskeleton, spindle pole:Midbody:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",2
"Cytoplasmic vesicle, COPII-coated vesicle membrane:Endoplasmic reticulum membrane:Cytoplasm, cytosol:Membrane",2
"Nucleus:Nucleus, nucleolus:Cytoplasm, cytoskeleton",2
Endoplasmic reticulum membrane:Golgi apparatus:Cell membrane:Nucleus,2
"Cell membrane:Apical cell membrane:Postsynaptic density:Cell projection, dendrite:Cell junction, tight junction:Synapse:Synapse, synaptosome",2
Chromosome:Nucleus:Cytoplasm,2
"Cytoplasmic vesicle, COPI-coated vesicle membrane:Golgi apparatus",2
Nucleus:Cytoplasm:Perikaryon,2
Chromosome:Cytoplasm:Nucleus,2
"Cytoplasmic vesicle, COPII-coated vesicle membrane:Endoplasmic reticulum membrane:Nucleus, nuclear pore complex",2
"Endoplasmic reticulum membrane:Golgi apparatus, trans-Golgi network membrane:Nucleus:Early endosome:Cytoplasmic vesicle, phagosome",2
"Cytoplasm:Nucleus:Nucleus, nucleolus:Endoplasmic reticulum",2
"Cytoplasm:Nucleus:Nucleus, nucleolus:Golgi apparatus:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",2
"Cytoplasm:Nucleus:Nucleus, nucleolus:Midbody",2
"Cell projection, cilium:Cytoplasm, cytoskeleton, cilium basal body:Cell projection, cilium, photoreceptor outer segment:Cell projection, cilium, flagellum",2
"Nucleus:Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body:Chromosome",2
"Cytoplasm, cell cortex:Cytoplasm, cytoskeleton:Perikaryon:Cell projection, growth cone:Cell projection, podosome",2
"Nucleus:Cytoplasm, cytoskeleton, spindle:Midbody, Midbody ring",2
"Cell projection, cilium:Cytoplasmic vesicle:Cell projection, cilium, flagellum:Cytoplasmic vesicle, secretory vesicle, acrosome",2
"Chromosome:Cell projection, pseudopodium:Cytoplasm",2
"Nucleus:Cytoplasm, cytoskeleton, spindle:Cytoplasm",2
Cytoplasm:Nucleus:Postsynaptic cell membrane,2
"Cell membrane:Cell projection, axon:Cytoplasmic vesicle:Cell projection, podosome",2
"Nucleus:Cytoplasm, cytoskeleton, spindle:Cytoplasm:Chromosome",2
"Cell projection, cilium:Nucleus:Cell projection, stereocilium",2
"Cytoplasmic vesicle, autophagosome:Autolysosome:Nucleus:Chromosome",2
"Cytoplasmic vesicle, autophagosome:Cytoplasm, cytosol:Mitochondrion",2
"Nucleus:Cytoplasm, cytoskeleton, stress fiber:Cell junction, focal adhesion:Cell projection, ruffle membrane:Synapse",2
"Cell projection, cilium:Cytoplasm:Cell projection, cilium, flagellum",2
"Nucleus:Cytoplasm, cytoskeleton:Cell projection, growth cone",2
"Nucleus:Cytoplasm, cytoskeleton:Chromosome",2
Cytoplasmic vesicle membrane:Presynapse,2
"Cytoplasmic vesicle membrane:Perikaryon:Golgi apparatus, trans-Golgi network membrane:Recycling endosome membrane:Lysosome membrane:Cytoplasmic vesicle, phagosome:Cell projection, axon:Cell projection, dendrite:Postsynaptic density:Recycling endosome membrane:Cytoplasmic vesicle, clathrin-coated vesicle membrane:Perikaryon",2
"Nucleus:Cytoplasm:Cell membrane:Cell junction, tight junction",2
"Nucleus:Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Cell projection, bleb",2
"Nucleus:Cytoplasm:Recycling endosome:Cytoplasm, cytoskeleton",2
"Endoplasmic reticulum membrane:Cytoplasmic vesicle, autophagosome:Cytoplasm, cytosol:Nucleus:Chromosome",2
"Nucleus:Cytoplasm:Nucleus, nucleoplasm:Cytoplasm, perinuclear region:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Chromosome, centromere, kinetochore",2
"Cytoplasm:Nucleus:Plastid, chloroplast outer membrane",2
"Cell membrane:Cell junction, gap junction:Endoplasmic reticulum membrane",2
"Cell projection, cilium:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Cytoplasm, cytosol:Nucleus",2
"Cell projection, cilium:Cytoplasm, cytoskeleton, flagellum axoneme",2
Nucleus:Cytoplasm:Nucleus:Cytoplasm,2
"Nucleus:Nucleus, nucleolus:Cell membrane:Cell projection, microvillus membrane",2
"Endoplasmic reticulum membrane:Golgi apparatus membrane:Cytoplasmic vesicle, COPII-coated vesicle",2
Endoplasmic reticulum membrane:Golgi apparatus membrane:Cytoplasmic vesicle membrane:Microsome membrane,2
Endoplasmic reticulum membrane:Golgi apparatus membrane:Cytoplasm:Preautophagosomal structure membrane,2
"Endoplasmic reticulum membrane:Golgi apparatus membrane:Cytoplasm, perinuclear region:Cytoplasm, cytosol:Microsome membrane",2
"Cytoplasmic vesicle, autophagosome membrane:Lysosome membrane:Golgi apparatus membrane",2
"Cell projection, cilium:Cytoplasm, cytoskeleton, cilium basal body:Nucleus:Cytoplasm",2
"Cytoplasmic vesicle, autophagosome membrane:Vacuole membrane",2
"Nucleus:Nucleus, nuclear body:Cytoplasm, cytoskeleton:Cell membrane",2
Endoplasmic reticulum membrane:Endoplasmic reticulum-Golgi intermediate compartment:Lysosome membrane,2
"Nucleus:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",2
Cytoplasm:Nucleus:Nucleus:Nucleus,2
"Cytoplasm:Nucleus:Perikaryon:Cell projection, dendrite",2
"Nucleus:Nucleus, nuclear body:Cytoplasm",2
"Cell projection, cilium:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, cilium axoneme",2
Endoplasmic reticulum membrane:Endosome membrane:Early endosome,2
"Cytoplasm, cell cortex:Cytoplasm, cytoskeleton:Membrane",2
"Endoplasmic reticulum membrane:Endoplasmic reticulum:Golgi apparatus, cis-Golgi network membrane:Lysosome membrane",2
Cell membrane:Archaeal flagellum,2
"Nucleus:Cytoplasm:Membrane:Cell membrane:Cell projection, lamellipodium:Cell projection, ruffle membrane",2
Nucleus:Dynein axonemal particle,2
"Cell membrane:Basolateral cell membrane:Cell junction, tight junction:Cell junction, adherens junction",2
"Nucleus:Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, myofibril, sarcomere, Z line:Cytoplasm, myofibril, sarcomere",2
"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle:Membrane",2
"Nucleus:Mitochondrion:Mitochondrion matrix, mitochondrion nucleoid:Mitochondrion matrix",2
"Cytoplasm:Synapse, synaptosome:Mitochondrion outer membrane:Mitochondrion",2
"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane:Synapse, synaptosome:Lysosome",2
"Nucleus:Cytoplasm:Dynein axonemal particle:Cell projection, neuron projection",2
Nucleus:Mitochondrion:Mitochondrion intermembrane space,2
Cytoplasm:Synapse:Cell membrane,2
